stage,MB,NB,KB,avg_ms,sd_ms,gflops
3,16,48,128,816.870218666736,1.249061863765266,0.04107682130310277
3,16,56,96,823.9942099996066,12.887910605544574,0.040721684197290685
3,16,56,128,828.5524983366486,2.5710145078555544,0.04049765351907312
3,16,64,96,817.8867193346377,5.27104393811003,0.04102576947000313
3,16,72,96,831.1779246626733,12.801584679171995,0.04036973433048982
3,24,8,128,840.885931334924,1.1734659699353636,0.03990366677526836
3,24,16,128,813.5077703530745,14.687400071170469,0.041246602949393925
3,24,24,128,803.1797140138224,4.270968639578606,0.0417769913937624
3,24,40,96,814.6082879975438,3.9683385834498424,0.04119087970794274
3,24,40,128,810.6524696631823,14.213287160358371,0.04139188278047376
3,24,48,96,837.6735226678041,7.574740913093438,0.040056694036522233
3,24,48,128,835.5744933360256,3.0770295830669756,0.04015731962572739
3,24,56,96,838.2753976620734,6.006339619032022,0.04002793365233236
3,24,56,128,797.7613389957696,0.8986319746222751,0.042060739672141384
3,32,40,96,846.3842616571734,0.88936894611703,0.03964444227058557
3,32,48,96,827.6843803372079,13.146844597770048,0.040540129543497665
3,32,56,96,833.3212223369628,11.021207518125221,0.040265903592254716
3,40,8,96,828.8752266671509,4.7117579477975955,0.04048188547620131
3,40,16,96,832.1625669874871,6.404496559728175,0.0403219675230892
3,40,24,96,823.4983630051526,3.0276090528850634,0.040746203644596746
3,40,24,128,799.0689060049286,2.9031110699470024,0.0419919130225711
3,40,32,128,800.3168916717792,1.21046420529974,0.04192643232845962
3,40,40,96,828.7346803214556,8.581498512184526,0.04048875085930356
3,40,40,128,807.6486076655177,1.4135261906946375,0.04154583030482527
3,40,48,96,846.2786106586767,2.739002102803765,0.039649391556622074
3,40,48,128,824.6153993338036,6.166570931942135,0.04069100822893704
3,40,56,96,820.7059763371944,9.631644521896053,0.04088483935471412
3,40,56,128,818.458814668702,2.80174037742509,0.04099709282693993
3,48,8,96,840.5745626563051,7.828685104851093,0.039918448036262745
3,48,16,96,826.6989516657001,1.8006621459673438,0.0405884535505843
3,48,24,96,845.8221436691625,4.902680309960348,0.03967078924470034
3,48,24,128,822.5799910045074,6.554440303673169,0.040791694870944334
3,48,32,128,806.2586059968453,3.2775294545094447,0.041617455925960424
3,48,40,128,814.2513513254622,9.685065289755348,0.041208936215308835
3,48,48,128,805.6998996665546,2.4539222249384682,0.04164631522715439
3,48,56,128,810.4006796590207,3.915175882228259,0.04140474316250346
3,56,8,96,837.1307203293933,3.093575070748923,0.040082667121327284
3,56,16,96,822.9649393373014,5.763169848579414,0.040772614234356026
3,56,24,96,837.7689176704735,11.7019973665302,0.04005213286415842
3,56,24,128,823.6194529939288,8.357569296201278,0.040740213065666074
3,56,32,128,800.1079336584856,1.4607408657344205,0.04193738193117607
3,56,40,128,822.0732000093752,3.177864266025705,0.0408168421007002
3,56,48,128,819.3235359988952,6.115013245596931,0.040953824131381045
3,56,56,128,808.1299163362322,1.3673100302331762,0.04152108630271185
